Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,HRA Capital Expenditure,983000,Bathrooms,5122, Bathrooms                    ,06/04/2020,9747,"144,107.81",GASWAY SERVICES LTD                     
Norwich City Council,Investment Properties,220000,Rents General,2270,Rents General                 ,06/04/2020,10037,"23,054.27",GROUNDMERE LTD                          
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,06/04/2020,9341,"1,300.00",IMPACT ASSOCIATES LTD                   
Norwich City Council,City Hall,290000,Day to Day Reps (ES/Prop Grp),2171,Day to Day Reps (ES/Prop Grp) ,06/04/2020,9837,634,INTEGRATED WATER SERVICES LTD           
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,06/04/2020,9833,860,INTEGRATED WATER SERVICES LTD           
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,06/04/2020,9834,"1,445.00",INTEGRATED WATER SERVICES LTD           
Norwich City Council,HRA Repairs,730020,Water Service Testing,2280,Water Service Testing         ,06/04/2020,9832,"2,443.50",INTEGRATED WATER SERVICES LTD           
Norwich City Council,Off Street Car Parks,643020,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/04/2020,6135,550,J A ALLEN LTD                           
Norwich City Council,Highways Ground & Tree Maint,421030,Fees & Charges Misc Other,1056,Fees & Charges Misc Other     ,06/04/2020,9313,"5,117.55",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,06/04/2020,9826,964.1,NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,06/04/2020,9825,"1,360.00",NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,06/04/2020,9827,"1,470.00",NPS NORWICH LTD                         
Norwich City Council,Investment Properties,220000,Advertising General,2623,Advertising General           ,06/04/2020,9824,"1,707.55",NPS NORWICH LTD                         
Norwich City Council,HRA Capital Expenditure,983000,Solar Thermal & Photovoltaic,5141, Solar Therml/Photovoltaic    ,06/04/2020,9326,"12,500.00",NPS NORWICH LTD                         
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,06/04/2020,9334,"2,400.00",PHOENIX SOFTWARE LTD                    
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,06/04/2020,9630,593.11,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,6954,750,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,10089,840,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,10080,"1,080.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,10079,"1,160.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,10087,"1,179.20",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/04/2020,10088,"1,260.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Conservation Design&Landscape,620050,Agency Staff,2050,Agency Staff                  ,06/04/2020,9730,"1,480.50",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Conservation Design&Landscape,620050,Agency Staff,2050,Agency Staff                  ,06/04/2020,9731,"1,606.50",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Neighbourhood Services,710120,Compensation to Tenants,2687,Compensation to Tenants       ,06/04/2020,9868,855,REDACTED PERSONAL DATA
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,06/04/2020,8792,"1,359.56",ROYAL MAIL GROUP PLC                    
Norwich City Council, IT Services,321020,IT Services - Development Fund,2844,IT Services - Development Fund,06/04/2020,9323,"105,016.08",SOFTCAT PLC                             
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,06/04/2020,9656,"1,600.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,06/04/2020,9655,"2,225.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council,Licensing,520070,Other Contractual Services,2849,Other Contractual Services    ,06/04/2020,9039,"1,600.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL   
Norwich City Council,Open Spaces,160000,Other Contractual Services,2849,Other Contractual Services    ,06/04/2020,9342,840,TCV                                     
Norwich City Council,Customer Contact Team,550010,Fees - Translations,2822,Fees - Translations           ,06/04/2020,9869,622,TRANSLATE PLUS LIMITED                  
Norwich City Council,Open Spaces,160000,Responsve Rprs CW srvcs exR100,2102,Responsve Rprs CW srvcs exR100,06/04/2020,9624,"1,250.00",UK GUNITE LIMITED                       
Norwich City Council,Open Spaces,160000,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/04/2020,9625,"5,743.50",UK GUNITE LIMITED                       
Norwich City Council,Mail Handling Team,550040,Taxi Contract,2425,Taxi Contract                 ,07/04/2020,8438,"1,055.77",1ST GOLDSTAR TAXIS                      
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10253,"25,000.00",A C Leigh (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10246,"25,000.00",A.W. Cooke & Son (Music) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10285,"25,000.00",Alek Jewellers Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10283,"25,000.00",Amnesty International United Kingdom Sec
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10191,"25,000.00",Amt Coffee Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10303,"25,000.00",Archers Butchers Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10257,"25,000.00",Barnardos
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10276,"25,000.00",Becketts Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10306,"25,000.00",Belmore (Uk) Ltd
Norwich City Council,Off Street Car Parks,643020,Tickets (Control Systems),2712,Tickets (Control Systems)     ,07/04/2020,9275,"3,645.00",BEMROSEBOOTH                            
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10278,"25,000.00",Betterpace Limited T/A Cashconverters
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10178,"25,000.00",Biddy'S Tea Room Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10248,"25,000.00",Blue Treacle Ltd T/A The Good Earth Clot
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10250,"25,000.00",Bm Auction Property Ltd T/A Chopstix Noo
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10299,"25,000.00",Bowhill & Elliott (East Anglia) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10180,"25,000.00",Breadsource Alley Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10209,"25,000.00",Burwood Inns Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10220,"25,000.00",Butchers Bhoy Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10205,"25,000.00",Canary Pub Co Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10184,"25,000.00",Canary Social Club
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10190,"25,000.00",Central Properties (Uk) Ltd
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,07/04/2020,10075,"1,532.37",CHAPLIN FARRANT LTD                     
Norwich City Council,Neighbourhood Services,710120,Environmental Improvements,2146,Environmental Improvements    ,07/04/2020,7831,700,CIMEX LECTILARIUS                       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10269,"25,000.00",Clearstones Services Uk London Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10320,"25,000.00",Cookes Band Instruments Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10272,"25,000.00",Country & Eastern Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10279,"25,000.00",D M Pretzels Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10314,"25,000.00",D M Pretzels Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10241,"25,000.00",Dipple And Conway (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10260,"25,000.00",Dipple And Son Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10174,"25,000.00",Done Brothers (Cash Betting) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10277,"25,000.00",Doofus Foods Ltd T/A Shaake
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10311,"25,000.00",Doofus Foods Ltd T/A Shaake
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10332,"25,000.00",Dovetail Carpets Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10333,"25,000.00",Dulux Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10334,"25,000.00",Earth Wood & Stone (Norfolk) Ltd
Norwich City Council,Cemeteries,130000,Burial & Cremations,2836,Burial & Cremations           ,07/04/2020,10113,556.2,EAST OF ENGLAND CO-OPERATIVE SOCIETY LTD
Norwich City Council,Cemeteries,130000,Burial & Cremations,2836,Burial & Cremations           ,07/04/2020,10115,"1,094.00",EAST OF ENGLAND CO-OPERATIVE SOCIETY LTD
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10337,"25,000.00",Eastern Shop Equipment Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10171,"25,000.00",Eaton Vale Activity Centre Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10345,"25,000.00",Edzell Warehouses Ltd T/A Martins Hi Fi
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10198,"25,000.00",Fat Cat Inns Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10238,"25,000.00",Fired Earth Plc
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10239,"25,000.00",Fired Up Food Company Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10298,"25,000.00",First Eastern Counties Buses Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10275,"25,000.00",Flooring And Blinds Express Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10229,"25,000.00",Forbuoys Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10221,"25,000.00",Fqaa Limited T/A Ciscoes
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10218,"25,000.00",Gem Of Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10245,"25,000.00",Gifted Retail Company Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10228,"25,000.00",Greggs Plc T/A Bakers Oven Midlands
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10330,"25,000.00",Gsf Car Parts Ltd
Norwich City Council,Open Spaces,160000,General Repairs & Mtce,2103,General Repairs & Mtce        ,07/04/2020,9865,"4,612.50",HAGS-SMP                                
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10249,"25,000.00",Holt Retail Ltd T/A The Tannery
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10203,"25,000.00",I2i Hospitality Limited
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,07/04/2020,8695,"32,157.33",IDOX SOFTWARE LIMITED                   
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10327,"25,000.00",Impact Hair And Beauty Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10273,"25,000.00",Insureaero Ltd T/A Seven Oaks Sound & Vi
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10292,"25,000.00",J H Kingsley T/A Chadds
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10252,"25,000.00",J&P Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10227,"25,000.00",Jblp Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10309,"25,000.00",Juels Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10176,"25,000.00",Kayahan Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10281,"25,000.00",Kekova Food Limited T/A Soyokaze Japanes
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10313,"25,000.00",Kinnaird Food Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,07/04/2020,10235,"25,000.00",Langleys Toys Ltd
